YMR164C	YBR083W	YLR403W	YDR463W	YDR081C	YCR096C	YCR040W	YPR199C	YJL110C	YCR097W	YDR317W	YCR039C	YCR107W	YKL178C	YBR281C	YBR282W	YKL161C	YLR022C	YDR098CA	YDR103W	YDR098CB	YBR040W	YCR041W	YLL065W	YLR463C	YLR467W	YLR465C	YCR105W	YOR315W	YER190W	YGL001C	YDR042C	YCR018CA	YCR019W	YDR084C	YER189W	YNL337W	YDR494W	YLR265C	YLL047W	YPR021C	YBR186W	YLL048C	YNL105W	YBR121C	YBR185C	YKL136W	YPL178W	YDR440W	YBL070C	YBL068W	YKR008W	YGL247W	YCR083W	YDR180W	YGR191W	YDL062W	YLR175W	YLR322W	YGL169W	YGL170C	YOR082C	YML048WA	YGR039W	YDR047W	YBR184W	YLR094C	YDL152W	YDR415C	YLR046C	YKL095W	YOL057W	YCL012W	YNL267W	YDL126C	YOR129C	YBR012WA	YMR232W	YOR084W	YPL060CA	YGL192W	YGL156W	YLR185W	YKR004C	YCL014W	YKR041W	YER137CA	YIL038C	YBR012WB	YBL018C	YAR010C	YNL256W	YDR416W	YKR056W	YNL211C	YNL257C	YOR077W	YER120W	YBL017C	YER118C
0.0010758	0.1800015	0.0174687	0.1753841	0.7141839	0.3551161	0.0311161	0.2019513	0.1018530	0.4747107	0.4047505	0.0088565	0.3943845	0.4657974	0.3584802	0.0719707	0.6653449	0.5434843	0.5042628	0.6650409	0.5901985	0.6714232	0.5292482	0.6209536	0.6612704	0.1248310	0.3825696	0.7135705	0.3587849	0.1342766	0.5065035	0.3438353	0.2799368	0.0642515	0.0006330	0.0202478	0.0396368	0.5212664	0.3953998	0.0817887	0.5680880	0.2916298	0.6742180	0.6220054	0.8234417	0.0214796	0.0172765	0.5962000	0.1035201	0.3464565	0.0001007	0.1793125	0.2261895	0.5065253	0.5169851	0.3681703	0.0017338	0.5386772	0.6162623	0.6380695	0.0000344	0.7378325	0.5730531	0.3930004	0.5627891	0.0075415	0.0028579	0.2959731	0.6844686	0.7010523	0.0546516	0.7330485	0.1289062	0.2163367	0.1578504	0.6610250	0.2272832	0.7004325	0.7175735	0.0048334	0.5170037	0.0181367	0.3709951	0.0075503	0.7335244	0.7360067	0.6685794	0.0248596	0.0005947	0.5670284	0.3011543	0.5063831	0.4070603	0.0000000	0.5562766	0.4369894	0.3189593	0.6145929	0.1188875	0.5822839
0.3361229	0.5853201	0.5157738	0.6008245	0.7135722	0.0755996	0.0904558	0.5932499	0.5993522	0.7711254	0.0739189	0.1722881	0.0303615	0.0004279	0.1683467	0.2938547	0.5853169	0.5931842	0.5705876	0.5640826	0.0290986	0.2085018	0.1319957	0.5981222	0.1078866	0.0042500	0.5513493	0.0182608	0.0361374	0.4983066	0.1942191	0.2290742	0.1349926	0.3738307	0.3903037	0.5913883	0.5186006	0.6489494	0.0373912	0.0053708	0.0001393	0.5819529	0.1225175	0.5692650	0.0758299	0.0786497	0.6032445	0.5396074	0.7067025	0.7166096	0.2165328	0.0128136	0.6790696	0.1902789	0.0087834	0.0260409	0.6858444	0.2487688	0.5307968	0.6612795	0.4405409	0.0195142	0.4937306	0.5970465	0.0689117	0.7019249	0.5851909	0.0000000	0.1584747	0.6461001	0.5700336	0.3155582	0.0000000	0.6814145	0.5118293	0.2809483	0.4972936	0.1839387	0.0124691	0.0715476	0.4351518	0.4520100	0.1596665	0.4482669	0.1314449	0.2633737	0.6818160	0.0176304	0.6918663	0.6068676	0.0340073	0.0000000	0.0000000	0.2044971	0.3241525	0.0270829	0.2435435	0.0880590	0.0079838	0.6411300
0.5117626	0.6667819	0.4672671	0.7620205	0.7242770	0.5056916	0.1088667	0.4828128	0.2692621	0.6395815	0.5027224	0.2024101	0.0431073	0.4879745	0.7085478	0.6305623	0.4889624	0.4770895	0.6864825	0.6392827	0.0000000	0.0002699	0.3199142	0.4258370	0.1264892	0.1577456	0.4026959	0.5097386	0.5724481	0.3189548	0.3556941	0.7261785	0.0034294	0.0976474	0.2600402	0.1529040	0.0550201	0.6880278	0.2999389	0.0215592	0.0056614	0.6968698	0.6443503	0.6193477	0.0223976	0.0899548	0.6308339	0.6818033	0.4955408	0.6264657	0.5411476	0.0309123	0.6838848	0.5446702	0.0000000	0.0258863	0.5068251	0.0000000	0.4775251	0.0000000	0.0700187	0.0624630	0.8099464	0.6227240	0.0585394	0.6930444	0.2853198	0.0334168	0.4421441	0.6411884	0.5957429	0.2166441	0.0888156	0.6293851	0.6535978	0.1625092	0.4852525	0.3090307	0.0000000	0.0006556	0.3234580	0.5211932	0.3979194	0.4106147	0.2606283	0.1288718	0.7455410	0.6997985	0.5692772	0.5089087	0.0376007	0.1488936	0.3275752	0.0000000	0.3086384	0.2143817	0.1150452	0.4066527	0.0219439	0.7298080
0.6136301	0.2328556	0.5563572	0.4417544	0.0000000	0.3802850	0.0622336	0.6162831	0.6783447	0.7018841	0.6462198	0.2259961	0.0140722	0.2571148	0.6493505	0.6399835	0.5555511	0.0710130	0.1325738	0.6002592	0.1229387	0.3725994	0.0008855	0.3963058	0.1447704	0.1448653	0.2315269	0.5196251	0.4837081	0.6300572	0.4963461	0.2124852	0.0139962	0.1535847	0.5972949	0.4852769	0.2721386	0.5574810	0.0000000	0.0158696	0.0015386	0.6203616	0.1550206	0.5884546	0.0005486	0.0869420	0.6086927	0.1254315	0.7046530	0.7230915	0.4288477	0.0077675	0.7354852	0.5499196	0.0448225	0.0137894	0.6979205	0.2264477	0.0211844	0.6933288	0.0000231	0.0288435	0.3836610	0.3305314	0.0640863	0.6745318	0.7564058	0.0308384	0.1617975	0.3087194	0.3258581	0.0000000	0.4845493	0.5341757	0.6255089	0.5229416	0.5992431	0.0311751	0.0028319	0.0000690	0.4072872	0.4385007	0.1054009	0.3798354	0.0000000	0.3324602	0.5481764	0.0575237	0.0919682	0.6944666	0.0840657	0.0527302	0.0000000	0.0637928	0.5715993	0.0163449	0.6513572	0.1524179	0.0954804	0.6916634
0.5466534	0.0000000	0.2678834	0.6789394	0.7520521	0.0331772	0.1295681	0.6499001	0.0767845	0.3660922	0.3609212	0.0075388	0.1530059	0.7974754	0.2268674	0.1612979	0.1812603	0.5071321	0.0000000	0.4127369	0.3325256	0.7247000	0.0000000	0.2981747	0.2015320	0.3621085	0.6166126	0.0336216	0.3836852	0.5861591	0.6028590	0.4596595	0.0345706	0.6150479	0.0027348	0.1301261	0.3617686	0.5914312	0.7121559	0.0661056	0.0002907	0.6054120	0.2035748	0.5150604	0.2934391	0.0745138	0.6582237	0.0000000	0.1938076	0.6763026	0.2103476	0.0200409	0.6892619	0.3863278	0.7489906	0.0316081	0.5042708	0.2391020	0.5370847	0.0458797	0.4960542	0.0270725	0.6298983	0.0000000	0.0695470	0.6660112	0.3652184	0.0040655	0.4767658	0.6338443	0.1182417	0.1542472	0.1808890	0.4025227	0.7407496	0.5642740	0.6980154	0.6187895	0.0035708	0.0001635	0.5165584	0.0080683	0.5923033	0.6157134	0.2492064	0.6175005	0.0000000	0.4164072	0.6843160	0.7046308	0.6662670	0.2252339	0.1753656	0.2321339	0.1430108	0.2278359	0.7028751	0.2771896	0.3673507	0.5184753
0.3861683	0.5981653	0.6205310	0.6551134	0.6901338	0.3369045	0.0280658	0.6732118	0.5856621	0.5863882	0.4781197	0.4108617	0.0194221	0.1512695	0.7605996	0.3278647	0.4916592	0.5168284	0.6449169	0.7026784	0.0001960	0.2323732	0.0048069	0.5681734	0.0746611	0.0193347	0.5761938	0.5499237	0.0424285	0.0094389	0.2510620	0.3179716	0.4308810	0.5781843	0.3997318	0.1639307	0.0582282	0.5722931	0.0243583	0.0003474	0.0001248	0.7060175	0.2176563	0.6197428	0.2540907	0.0014014	0.6507308	0.5366865	0.3570592	0.7669947	0.3323215	0.0084065	0.5865326	0.4928141	0.0080700	0.0159063	0.4885707	0.4035309	0.4863389	0.6617178	0.0372607	0.0281081	0.3722748	0.5710092	0.0765127	0.6049345	0.3426064	0.0364134	0.1792269	0.5868182	0.6829232	0.0717773	0.3018293	0.5057331	0.5268161	0.0848218	0.6047030	0.0000000	0.0149192	0.0502014	0.2180124	0.5360393	0.3414251	0.4750722	0.2525661	0.3146586	0.6258697	0.1572987	0.4925905	0.6569956	0.0508227	0.2698038	0.2134638	0.1781709	0.6310415	0.0743696	0.1789008	0.1281300	0.0333285	0.6672882
0.0000000	0.0000000	0.3858839	0.0000000	0.0000000	0.2504893	0.5626935	0.5786539	0.5682770	0.3467974	0.0948113	0.1871289	0.3768752	0.1079817	0.5653241	0.5294414	0.5992579	0.6504872	0.0913282	0.2185290	0.0000000	0.2344442	0.0004218	0.7056279	0.5989334	0.3165219	0.4627817	0.5383792	0.1130644	0.6052372	0.2646458	0.5174541	0.6647017	0.3907942	0.2405776	0.6840221	0.5139517	0.1170297	0.0137676	0.0018119	0.0212364	0.6287702	0.0563499	0.0674850	0.4614258	0.0760324	0.7522012	0.3839140	0.3450447	0.7023243	0.1503070	0.5896761	0.0044759	0.2623707	0.1885008	0.0547280	0.7151229	0.6142303	0.0046828	0.0000000	0.5527072	0.5740531	0.7105273	0.0000000	0.6013180	0.0004305	0.0000000	0.6885616	0.0000000	0.6239389	0.4564738	0.5703619	0.5883638	0.1632353	0.0448966	0.6142534	0.2991418	0.0000000	0.6831110	0.0432716	0.6672703	0.7536075	0.4205468	0.0000000	0.1577390	0.2816887	0.1615162	0.1253918	0.2159667	0.4864454	0.6298606	0.1999669	0.1828092	0.1616976	0.1509191	0.3144917	0.4239718	0.6591131	0.5286248	0.4836155
0.4178680	0.5640828	0.5703244	0.4063487	0.2952643	0.1305406	0.0006645	0.4312533	0.1402814	0.7249563	0.3465012	0.0245882	0.0069184	0.0019183	0.6352896	0.3855550	0.5958449	0.7399485	0.5206364	0.6118035	0.2324187	0.2805113	0.0462204	0.5707127	0.1721764	0.1516981	0.6451868	0.4581351	0.0921861	0.3650517	0.1987601	0.6368694	0.7365747	0.1646640	0.1292898	0.1399099	0.2727375	0.5582377	0.5654369	0.0288334	0.0079685	0.6341102	0.4609000	0.6518341	0.1642675	0.0279309	0.6041658	0.4892977	0.6408000	0.6812054	0.3422636	0.0069630	0.6232845	0.6060379	0.0010691	0.0173626	0.5999024	0.2893932	0.2541239	0.0000000	0.0084384	0.0325102	0.6038868	0.6909039	0.1536519	0.7234961	0.6404943	0.0011064	0.1134998	0.4372403	0.6780686	0.2714843	0.1135529	0.4859318	0.5825710	0.1112494	0.6256773	0.4475416	0.0008633	0.0537254	0.3070410	0.0303035	0.2288400	0.4605488	0.5012718	0.0970942	0.6201694	0.6419446	0.6847962	0.6070205	0.0169815	0.3095582	0.1590178	0.6533987	0.5100637	0.1340384	0.2712299	0.0000000	0.0020430	0.5924104
0.6331938	0.5781294	0.6774394	0.3919211	0.3129965	0.6195975	0.6258034	0.5417730	0.0000000	0.5724313	0.2682816	0.0463144	0.0904520	0.0371519	0.7687134	0.5526596	0.7673043	0.4128100	0.2949915	0.5811189	0.0264568	0.0010858	0.5661565	0.2712657	0.4750957	0.2870501	0.5671412	0.0006095	0.4930249	0.3515730	0.6229998	0.6517985	0.2401134	0.5227812	0.0000000	0.3537984	0.4566451	0.4758900	0.5994094	0.3586095	0.0317217	0.6802722	0.7281519	0.2285289	0.0297352	0.0370056	0.0000000	0.5713772	0.5610322	0.5971657	0.3607558	0.0036206	0.6801594	0.1797407	0.0078300	0.0148424	0.5771224	0.3813930	0.4163632	0.1166646	0.5581372	0.0254262	0.3734381	0.6242545	0.1503946	0.5780325	0.1284175	0.0003287	0.3846838	0.5516592	0.5623486	0.1432799	0.1740888	0.4723736	0.5527294	0.1759553	0.5062167	0.3562592	0.0003786	0.0799948	0.5229364	0.5693827	0.3105315	0.2582165	0.3618742	0.2977152	0.6868729	0.7165221	0.5126398	0.5093686	0.0376353	0.2632852	0.6394087	0.3529097	0.3500692	0.0943457	0.2354083	0.3481385	0.0000000	0.5201726
0.6829427	0.1279951	0.5403484	0.0027200	0.1345197	0.2993222	0.7396003	0.0000000	0.7150365	0.5488984	0.2667079	0.1908006	0.0000000	0.0931639	0.7520895	0.5805421	0.6326751	0.0000000	0.2786555	0.0005261	0.3795570	0.0000000	0.0000000	0.4199251	0.1336875	0.0209059	0.3774492	0.3778760	0.1955602	0.7520940	0.1917933	0.5395130	0.6398812	0.0165179	0.0000735	0.5608853	0.6574032	0.0715461	0.0134798	0.0146179	0.0000486	0.5549931	0.0528557	0.1409681	0.1942770	0.0458937	0.7126959	0.0001671	0.2560814	0.6686572	0.2978031	0.0132599	0.6145372	0.2431926	0.6319754	0.0000000	0.5153787	0.0000000	0.4676762	0.2025709	0.5914078	0.0374539	0.1272032	0.0009940	0.6020128	0.5916916	0.7386908	0.1839149	0.0000000	0.0957865	0.3010497	0.7161124	0.0000000	0.0006177	0.0923660	0.5964596	0.6007637	0.2419205	0.0204925	0.0000000	0.7875563	0.4364067	0.0000000	0.0000710	0.7639696	0.5929013	0.2954286	0.1845299	0.0016475	0.2464161	0.3331446	0.2054498	0.0363689	0.1267979	0.5341825	0.1519954	0.3699980	0.6814881	0.1924238	0.7341905
0.4477911	0.6390967	0.4782074	0.5395505	0.5067238	0.4187109	0.3545347	0.3351807	0.0000000	0.6907032	0.3546519	0.1682124	0.1364818	0.0581700	0.7101183	0.2077178	0.5036499	0.2658007	0.5303279	0.5576383	0.0015268	0.4073737	0.6153018	0.3741265	0.3776130	0.2135402	0.4223106	0.4569411	0.4592992	0.6846697	0.7035164	0.7142843	0.0000000	0.6313353	0.0000000	0.2980549	0.0000000	0.5821942	0.3460890	0.6783850	0.0216736	0.6340180	0.5441041	0.0291453	0.0000000	0.0671754	0.0000000	0.6162076	0.4421294	0.5607525	0.3083664	0.0155507	0.7192640	0.5502733	0.0155476	0.0247286	0.7295962	0.5169607	0.5251937	0.4981755	0.0576419	0.0689391	0.5282555	0.5400314	0.0761494	0.6070888	0.2695779	0.0360335	0.0000000	0.6128065	0.6712316	0.2773655	0.1172632	0.4212524	0.5918694	0.1651363	0.7050947	0.3195921	0.0172032	0.0878626	0.4087119	0.2247165	0.3519054	0.3965608	0.3557307	0.2783618	0.7377270	0.0000000	0.4871008	0.0411079	0.0202447	0.3147120	0.0693967	0.6687652	0.4915178	0.1943119	0.0053187	0.3403364	0.0342200	0.5990862
0.0081619	0.2583248	0.4300611	0.3463399	0.7447307	0.0100057	0.0000355	0.6351069	0.5232920	0.7234179	0.0010553	0.4168832	0.0827260	0.0747124	0.3257683	0.5435645	0.0053689	0.4442006	0.0914249	0.5619792	0.1148099	0.1635151	0.2009110	0.5125149	0.0000000	0.1088205	0.5185073	0.6893158	0.3012629	0.5749377	0.0324229	0.7113889	0.0222353	0.1188988	0.1342879	0.4859375	0.4507514	0.6815965	0.0448445	0.0111604	0.0000000	0.5763811	0.0000000	0.8745091	0.4400507	0.0544317	0.6871624	0.0738599	0.0699939	0.7438821	0.1793616	0.5661564	0.6056169	0.0565100	0.0730789	0.0974846	0.0004055	0.0816928	0.7125130	0.6030546	0.0000630	0.3863485	0.6408666	0.5197001	0.2200124	0.2934565	0.0240305	0.0012303	0.2790283	0.7166101	0.3691840	0.4008229	0.1238704	0.4187624	0.6620525	0.0000000	0.5147444	0.3044816	0.6041372	0.0001859	0.6149365	0.5573975	0.4842991	0.1451801	0.4998594	0.6515539	0.5151730	0.3782113	0.0168005	0.0000000	0.1149329	0.2043800	0.1890410	0.0000000	0.0732013	0.7120582	0.6026546	0.4029970	0.0997805	0.5208955
0.5009696	0.6993693	0.5015191	0.6424731	0.7449316	0.4500460	0.2215574	0.4875202	0.6811079	0.6526823	0.0600057	0.0526369	0.0000000	0.3193063	0.6780800	0.2490727	0.0000000	0.5147325	0.4583954	0.5769092	0.1761573	0.0023556	0.2633326	0.5646200	0.0680010	0.0361744	0.4275609	0.1567909	0.1681643	0.3382050	0.2847426	0.3382392	0.2238111	0.6271034	0.2750787	0.1754274	0.0693428	0.6470160	0.0220317	0.0054028	0.0107444	0.6059035	0.1953318	0.4329355	0.1970310	0.0002862	0.6153403	0.7677233	0.3534734	0.7162559	0.5340200	0.0016100	0.6742926	0.3954768	0.0007003	0.0134243	0.5481470	0.3753507	0.6317864	0.0000000	0.5825758	0.0490381	0.3980671	0.5641237	0.0801965	0.6200703	0.3406139	0.0295798	0.1410121	0.6241099	0.8201190	0.1575227	0.0000000	0.5206652	0.5814891	0.2356020	0.5402575	0.2260370	0.0101680	0.0002262	0.3241637	0.3981380	0.3690082	0.3707437	0.3352502	0.1763640	0.6922059	0.2037868	0.5869906	0.1827419	0.0368840	0.3484626	0.2461927	0.2408002	0.2811718	0.2324684	0.2758116	0.1147214	0.0547012	0.7108896
0.2323336	0.0000000	0.0000000	0.0000000	0.5616127	0.0389748	0.0141649	0.0858675	0.6219802	0.7542870	0.0008907	0.4278284	0.1685061	0.0044884	0.7867191	0.3380786	0.3687373	0.3736223	0.6456684	0.0000000	0.6353798	0.6407394	0.1723911	0.3311640	0.6288003	0.3436329	0.1727385	0.2086732	0.2378463	0.7185297	0.0189938	0.7946012	0.7163908	0.3252028	0.0000000	0.5183467	0.6559593	0.0071023	0.0522541	0.0023011	0.6236565	0.0000000	0.0833986	0.5471443	0.6543982	0.6081814	0.6457175	0.0833239	0.6292758	0.6987314	0.5628429	0.1752613	0.5279667	0.6494274	0.6624564	0.0537076	0.2713243	0.6188728	0.5771294	0.6170340	0.3326146	0.1857273	0.2977711	0.0000000	0.6441802	0.5599058	0.0000000	0.7287853	0.1870605	0.6403664	0.0000000	0.5981341	0.0489381	0.0000000	0.4600158	0.4515148	0.0000000	0.5702646	0.3115217	0.6175173	0.6760064	0.3678985	0.6580210	0.5831486	0.3155414	0.4088803	0.0000000	0.0523818	0.6484124	0.1693910	0.6718667	0.2468124	0.2164391	0.1526429	0.0604075	0.4379855	0.6501467	0.3718322	0.7508486	0.0000000
0.4332814	0.6093698	0.5526197	0.5140553	0.6805816	0.1698630	0.0046682	0.6259554	0.5411010	0.0187882	0.5454493	0.0113285	0.0202409	0.4495935	0.1582141	0.4673283	0.5587045	0.4439316	0.6926949	0.3236436	0.1077598	0.3777163	0.2167216	0.6031282	0.1211001	0.0939837	0.5250989	0.0579380	0.0612566	0.0000000	0.2045001	0.5487496	0.0761484	0.1409105	0.6264709	0.5312490	0.6879703	0.6093161	0.0614001	0.0101634	0.0071261	0.7848511	0.3687932	0.7318385	0.2071897	0.0701280	0.6384729	0.6525393	0.3040934	0.5612759	0.6563898	0.0452603	0.7335202	0.6139112	0.0016600	0.0324681	0.7160958	0.3599188	0.6006013	0.6936171	0.2622939	0.0249713	0.4591097	0.5121294	0.0715007	0.6992610	0.4566313	0.0319740	0.0000000	0.6065059	0.7517298	0.2875062	0.3908861	0.6734337	0.5676083	0.1824998	0.6818253	0.3162620	0.0538878	0.0022339	0.1228631	0.3158868	0.0527919	0.3986515	0.2531214	0.2493741	0.6605744	0.0000000	0.6006875	0.5244818	0.0261549	0.2679391	0.3057143	0.4977003	0.6528344	0.2440771	0.0125838	0.1978209	0.0464853	0.6772654
0.7700224	0.6994157	0.5838816	0.6221012	0.6536587	0.2971235	0.1826588	0.5831589	0.7690280	0.6512056	0.6708046	0.3885669	0.0363325	0.4720232	0.1077700	0.5970598	0.3991798	0.6273407	0.3783155	0.5662346	0.0806941	0.0007535	0.1592593	0.6101153	0.0508975	0.1278884	0.4914932	0.0329701	0.1327148	0.0000000	0.3024394	0.6052528	0.6966518	0.0822690	0.2971507	0.1122070	0.2795637	0.6637681	0.0262547	0.0066836	0.0000000	0.6429062	0.2016170	0.3797942	0.0117605	0.0005465	0.6190582	0.5473221	0.3368726	0.5741026	0.6119305	0.0065186	0.6920312	0.4168086	0.0062094	0.0148065	0.6423498	0.3308868	0.6276822	0.4425626	0.0181493	0.0174840	0.7000187	0.6534020	0.0811017	0.6098825	0.3195741	0.0383286	0.2203518	0.6886689	0.6250744	0.3854627	0.1827098	0.5559396	0.6372814	0.1773836	0.6518278	0.0000000	0.0021817	0.0667532	0.2773293	0.4261288	0.1393585	0.4851028	0.0781085	0.3127454	0.7300399	0.1831000	0.6330370	0.5014378	0.0467506	0.1240503	0.2841730	0.1939441	0.4351478	0.1796908	0.1523698	0.1839760	0.0010622	0.6923917
0.0452975	0.0000000	0.0000000	0.6870161	0.4675787	0.0004286	0.2167074	0.7029770	0.6951293	0.6665825	0.3791845	0.0746020	0.3853211	0.0455762	0.1129194	0.5040778	0.0000000	0.3980657	0.0000000	0.5783864	0.0000000	0.5125275	0.1683107	0.6255246	0.6021246	0.0254692	0.0288855	0.3525758	0.0000000	0.6618057	0.5944875	0.6926777	0.0509397	0.0308747	0.3658924	0.6250051	0.5875966	0.6190629	0.0162239	0.0062752	0.7126789	0.0000000	0.1865895	0.4149552	0.2413894	0.7341520	0.6696091	0.2445922	0.0000000	0.0000000	0.3021925	0.5093737	0.4519197	0.4108254	0.2878014	0.5895413	0.0197651	0.1258472	0.4298220	0.2127279	0.0426420	0.5365628	0.5065698	0.0000000	0.0859579	0.6261013	0.4967537	0.0001104	0.1803177	0.6791550	0.0000000	0.2930751	0.0030288	0.6296650	0.6576784	0.4578227	0.2539208	0.7051435	0.6212015	0.0650010	0.8361632	0.6184758	0.5926820	0.4694515	0.1160407	0.6974495	0.7014066	0.1400052	0.0000000	0.2587859	0.2856183	0.5903225	0.0271567	0.2331452	0.4323735	0.0000000	0.7526713	0.7075733	0.4818424	0.0000000
0.5800768	0.5661141	0.7394043	0.6486734	0.5986733	0.5795030	0.3370149	0.2276209	0.7247783	0.5892467	0.0303249	0.0482010	0.0450542	0.5000408	0.0000000	0.2950395	0.4928336	0.1260721	0.5365212	0.6079397	0.0120087	0.0623184	0.0000000	0.7234435	0.0772657	0.0545151	0.6725683	0.0807619	0.5958561	0.2374430	0.1543496	0.2028695	0.0052458	0.5445118	0.4195306	0.2382610	0.4026264	0.7792458	0.0154376	0.0123574	0.0286181	0.6254377	0.1911448	0.4291156	0.1615858	0.1117261	0.7417392	0.6246511	0.2855426	0.7005194	0.3284965	0.0257404	0.6412992	0.3631053	0.0019160	0.0039541	0.5838344	0.0564963	0.5998880	0.0000000	0.1573963	0.0567529	0.4424263	0.5810885	0.0825791	0.5830549	0.5624492	0.0000458	0.2297711	0.7613919	0.6113216	0.3461363	0.2761219	0.6025793	0.7236405	0.1919302	0.4864153	0.1369100	0.0065750	0.0337432	0.3361351	0.4704194	0.3211525	0.6501975	0.0752039	0.1441675	0.6086266	0.4241622	0.5814167	0.0000000	0.0107379	0.0612579	0.2156775	0.2342807	0.5514353	0.2343452	0.1659872	0.3002795	0.0387774	0.6647891
0.5854510	0.5564138	0.6719887	0.3048361	0.2115718	0.0007067	0.0000123	0.6152492	0.3952362	0.5475355	0.6347769	0.0000089	0.0077353	0.6041571	0.4338964	0.3102420	0.1260259	0.3355966	0.2411478	0.5783161	0.2930426	0.4873747	0.2227394	0.4634583	0.0921481	0.0633919	0.5672291	0.2974217	0.5951808	0.0000000	0.0908250	0.3169867	0.6476824	0.3182114	0.1343910	0.2289978	0.3281145	0.0386407	0.0577137	0.0190066	0.0025468	0.7629767	0.5769844	0.3575849	0.0130941	0.0660806	0.6390658	0.5580892	0.4281486	0.7710641	0.5652633	0.0309755	0.5495469	0.0000000	0.0000000	0.0188102	0.5786434	0.2289019	0.1772361	0.3030017	0.1842234	0.0299315	0.3559855	0.5954854	0.1145822	0.5393120	0.0431966	0.0352829	0.4812666	0.2037168	0.7410454	0.0000000	0.6520693	0.3970244	0.6384879	0.2676914	0.5368801	0.2154637	0.0189454	0.0987224	0.4044932	0.6315464	0.2539389	0.1286509	0.1566888	0.0000000	0.6324063	0.6138444	0.4887997	0.0000000	0.0313593	0.0739539	0.0000000	0.5561289	0.4407345	0.1354446	0.0000000	0.4115880	0.0062973	0.5850098
0.6946640	0.1155260	0.0133092	0.2940277	0.6824550	0.1202081	0.4739139	0.1807601	0.0000000	0.6333197	0.0173197	0.1462155	0.1198317	0.3289881	0.0414477	0.2011440	0.7045153	0.0917813	0.0090104	0.5709737	0.0000000	0.3736706	0.4551432	0.0707809	0.5850379	0.4731659	0.0088226	0.0000000	0.0000945	0.6771916	0.1556683	0.7636860	0.0000000	0.5927529	0.0000000	0.0000000	0.3592170	0.2002248	0.6792584	0.7566810	0.3490892	0.0253741	0.1669334	0.2319772	0.0636084	0.3738184	0.3880261	0.2294201	0.2756247	0.0682095	0.0004242	0.0153070	0.6565208	0.4510010	0.5117410	0.5268144	0.5557763	0.1654153	0.6279995	0.3092950	0.4577510	0.0161066	0.3759563	0.0827985	0.1627642	0.6933680	0.0971719	0.0011299	0.5259860	0.6477178	0.4607013	0.3755737	0.6239671	0.6200483	0.1730300	0.6045056	0.0950194	0.0504841	0.0057007	0.0530184	0.6401798	0.5174540	0.0501570	0.1352408	0.0000000	0.6046444	0.4177747	0.6737590	0.6673914	0.4497254	0.3087619	0.2437745	0.2327141	0.1353814	0.0000257	0.1126516	0.6588108	0.1654550	0.3574078	0.4950620
0.4920697	0.6574811	0.5403480	0.5002272	0.5271406	0.0232301	0.0000407	0.6392037	0.6147751	0.5770126	0.5128033	0.3648159	0.0159122	0.4949682	0.0000000	0.3255799	0.7261253	0.5216091	0.3914214	0.7713420	0.1030946	0.0018182	0.0724475	0.6682423	0.0489052	0.0038950	0.3764549	0.5587254	0.0197508	0.2307159	0.5673676	0.2588586	0.6499234	0.0121020	0.3246078	0.1707217	0.1301781	0.5782927	0.0140894	0.0005185	0.0127452	0.5623529	0.0559858	0.1255196	0.2362227	0.0000000	0.6377310	0.6359434	0.3077606	0.5901754	0.2800916	0.0233223	0.6903600	0.7378225	0.0031849	0.0360308	0.5241831	0.0488226	0.4701376	0.5615940	0.3004143	0.0254843	0.3518264	0.5170989	0.0988864	0.6188185	0.2910667	0.0293896	0.1983267	0.5898076	0.5843639	0.3737572	0.3274968	0.5912600	0.6689353	0.0276623	0.5050595	0.3111074	0.0155001	0.0000000	0.3988108	0.5724106	0.0938475	0.5937233	0.2208673	0.2338005	0.5794486	0.1651397	0.6099790	0.6507170	0.0571719	0.1336145	0.0728498	0.0517425	0.2931578	0.2114596	0.2500463	0.3948315	0.0256262	0.5944635
0.5901246	0.6955057	0.5431271	0.5976304	0.4538484	0.0171813	0.0013143	0.3014181	0.6176098	0.3694500	0.3255237	0.3552886	0.0144070	0.1398163	0.3233980	0.3836285	0.4351542	0.6564107	0.2829935	0.6245689	0.1219683	0.0001149	0.0905129	0.6538012	0.0035995	0.1063426	0.5747804	0.5674247	0.6587977	0.2159668	0.5569720	0.4805175	0.0033528	0.4675957	0.3026126	0.1608946	0.1018036	0.7181523	0.0132874	0.0077516	0.0000000	0.6313661	0.0000000	0.6114049	0.0022043	0.0000000	0.6701505	0.5779692	0.6874400	0.6168126	0.5486778	0.0249746	0.7441634	0.5926572	0.0000000	0.0202563	0.5469432	0.3610014	0.4722521	0.8159091	0.0000000	0.0427779	0.3346347	0.5991277	0.0771233	0.6008489	0.4160923	0.0434101	0.1269338	0.5153855	0.5822224	0.0000000	0.1367528	0.4676328	0.6653809	0.1580405	0.6552654	0.3015023	0.0423818	0.0001314	0.2866779	0.7403829	0.0814753	0.2553592	0.1251341	0.2716293	0.6636517	0.1824175	0.5537921	0.5685345	0.0032766	0.2624269	0.1897512	0.2292725	0.5498230	0.2184397	0.0740472	0.3924555	0.0164787	0.5973651
