YMR043W	YAL051W	YLR131C	YOR140W	YGR044C	YCR018C	YDR146C	YKL185W	YCR097W	YCL066W	YJL194W	YFR017C	YJL160C	YKL163W	YJL159W	YKL178C	YER078WA	YER079W	YOR138C	YER078C	YMR165C	YKR040C	YKR042W	YLR079W	YNL327W	YJL077WB	YDL179W	YNL328C	YGL201C	YMR262W	YML125C	STA3	YJL080C	YGR086C	YIL069C	YGL028C	YKL164C	YIL158W	YMR261C	YJL078C	STA2	STA1	YNL160W	YPL187W	YBR070C	YIL122W	YBR071W	YJL200C	YGL227W	YNL079C	YNL078W	YJL198W	YKR097W	YBR157C	YGL008C	YLR105C	YGL089C	YLR286C	YGR041W	YNL146CA	YNL289W	YGR189C	YDL127W	YJL196C	YLR438CA	YBR158W	YFL022C	YPL025C	YPL024W	YOR236W	YDR452W	YNL145W	YER188CA	YNL241C	YIL099W	YJR044C	YLR439W	YER190W	YLR066W	YNL335W	YIL009W	YJL207C	YKL079W	YER127W	YGL226CA	YER074WA	YNR062C	YPL262W	YPR113W	YGL140C	YDR112W	YDR389W	YNR063W	YDR397C	YGL139W	YNL097CA	YNL238W	YPL050C	YLR194C	YPL044C
0.1285583	0.2899086	0.1006088	0.6330201	0.1077458	0.5540104	0.4411719	0.0000531	0.7626487	0.6173241	0.4609389	0.0618617	0.6368252	0.7022725	0.4857163	0.6656493	0.6547347	0.0025638	0.0182636	0.4238981	0.4055464	0.0000009	0.0001861	0.0588808	0.0021680	0.0000000	0.1767237	0.6378035	0.4153446	0.6778128	0.4316150	0.5045487	0.5958430	0.4294791	0.5592079	0.4406647	0.3098216	0.0699392	0.0272415	0.5263322	0.4999233	0.2006052	0.0299388	0.3312662	0.0001255	0.7791958	0.6065429	0.4765265	0.0001694	0.0048802	0.5148913	0.5112686	0.5373009	0.2492487	0.5159226	0.2063510	0.0033936	0.1247655	0.3317384	0.3801876	0.0004865	0.0000030	0.6825519	0.7936611	0.4956148	0.0085727	0.5878933	0.4472458	0.0976381	0.2961581	0.7378235	0.6748148	0.3487900	0.0946877	0.7300925	0.1569860	0.4067074	0.6501979	0.0006959	0.3209323	0.3821450	0.2587588	0.7064467	0.6728285	0.6306342	0.0000000	0.3906853	0.0412612	0.5848589	0.0121134	0.5139492	0.2291791	0.5958969	0.7489289	0.4805686	0.0070476	0.3761779	0.3343235	0.3577561	0.6573099
0.0678213	0.6386607	0.5460923	0.0013706	0.5096049	0.0474098	0.4945886	0.1042412	0.7350740	0.4272595	0.0039147	0.2987418	0.7078370	0.6185639	0.6313846	0.6789171	0.3931554	0.6479013	0.2249567	0.5822199	0.3462719	0.4457687	0.0007836	0.2659838	0.3202282	0.1891497	0.1174477	0.2057576	0.3347101	0.4973931	0.5198326	0.5808548	0.6319996	0.2698734	0.4914502	0.4073461	0.3528475	0.0051588	0.5681160	0.5678579	0.6284493	0.0010361	0.0445336	0.1949087	0.1108684	0.1739051	0.6835130	0.2330577	0.4590459	0.1256252	0.6513310	0.5524053	0.0000000	0.3608073	0.1698881	0.7216589	0.1410289	0.4032312	0.4838145	0.3920029	0.5349975	0.2041113	0.7664678	0.0623951	0.5694141	0.1536233	0.5021321	0.0051293	0.1595947	0.0000000	0.0249867	0.6365536	0.4029357	0.5093390	0.0252056	0.5224065	0.6355291	0.2105028	0.7031627	0.6759469	0.2347170	0.3211100	0.4023244	0.1971938	0.3146681	0.5035870	0.3172677	0.0358347	0.3263136	0.2045691	0.2506248	0.4855027	0.3893703	0.6694744	0.3944144	0.2937722	0.3830628	0.5525119	0.3538564	0.5128107
0.0596181	0.8131401	0.0319801	0.5376809	0.0275403	0.2540198	0.0605432	0.6481916	0.5946473	0.4614116	0.3582201	0.3327757	0.3473454	0.3352381	0.3765813	0.3277214	0.5726848	0.1181659	0.6520280	0.1312982	0.0000056	0.4575718	0.4167376	0.6236141	0.5788090	0.1827490	0.6455396	0.6276004	0.5733202	0.0131166	0.5976353	0.5767001	0.0128777	0.6143666	0.4986905	0.0035617	0.5453476	0.5430022	0.7369713	0.0002209	0.5909650	0.2779530	0.1858594	0.1333971	0.4732342	0.3985840	0.4387718	0.1578855	0.0608758	0.0018931	0.5417389	0.5027130	0.2892605	0.1484938	0.4578516	0.0436464	0.2688748	0.6237920	0.5420144	0.1479943	0.0995501	0.0041566	0.0990752	0.3893265	0.5921800	0.5685918	0.1158617	0.2106387	0.0778585	0.6777973	0.6651030	0.6002083	0.0584961	0.0928855	0.0683441	0.4662957	0.7354113	0.0516357	0.3421555	0.6506365	0.1007820	0.7708791	0.3664883	0.4220828	0.3600969	0.5126274	0.4458066	0.0060195	0.6556590	0.4883585	0.0025244	0.5550347	0.2631392	0.1301935	0.0002245	0.0016869	0.5576422	0.0370950	0.4163831	0.5339960
0.0099288	0.6731071	0.0034402	0.5013343	0.3007336	0.0327785	0.6977835	0.3935079	0.6561804	0.6094357	0.7323683	0.3983005	0.3880210	0.5802271	0.7765551	0.0000056	0.1793603	0.1504697	0.2060676	0.5264180	0.0033838	0.4492932	0.5865333	0.6869520	0.0025697	0.5779242	0.4673415	0.5425703	0.4422580	0.2104595	0.5791669	0.4734468	0.0020372	0.2456493	0.6106483	0.5145663	0.2067209	0.6035243	0.2087396	0.2239276	0.7192950	0.7194130	0.0000000	0.2482550	0.3076452	0.0000000	0.3255842	0.2648052	0.0010770	0.0703784	0.0377749	0.6913452	0.4301202	0.8044478	0.5484505	0.5898476	0.0929758	0.7536886	0.6311585	0.3113351	0.0835378	0.5067671	0.0268343	0.0104895	0.3821811	0.0013792	0.7259208	0.1804161	0.0201012	0.0541188	0.5812007	0.3773207	0.0410016	0.0000297	0.0008313	0.3017963	0.3380578	0.7251618	0.5505470	0.3586655	0.7264132	0.1890976	0.4740981	0.3524573	0.6292631	0.6081860	0.0000000	0.0075662	0.4283796	0.1229153	0.4995449	0.7028142	0.4691159	0.3168806	0.6347911	0.0000252	0.0433790	0.6015575	0.1444837	0.5924305
0.0249255	0.0321080	0.0034321	0.6694684	0.4897133	0.0841136	0.5608780	0.0126964	0.6955703	0.4753611	0.6063218	0.3203420	0.7611626	0.2459141	0.0010118	0.0438992	0.6455968	0.2498042	0.3072579	0.1887088	0.4187859	0.0491823	0.6434284	0.6100513	0.0029977	0.6347888	0.3556151	0.5906374	0.3008429	0.5900633	0.2284710	0.5076490	0.0037986	0.0008989	0.0194293	0.0161391	0.0000000	0.3533303	0.3106129	0.4928565	0.7882510	0.0018237	0.0021889	0.1399492	0.0265057	0.2147913	0.3000587	0.4488933	0.0008167	0.0001595	0.3784912	0.8504807	0.2755370	0.2146751	0.7318003	0.7294602	0.1093255	0.2661893	0.6145806	0.3733771	0.5894696	0.1925848	0.4761267	0.0009147	0.4569390	0.1128917	0.7629561	0.6542569	0.3031971	0.0416541	0.2891523	0.5939128	0.3080811	0.2908104	0.5866725	0.0148129	0.1978150	0.3658546	0.7864573	0.4368430	0.3258973	0.0375891	0.7601667	0.9022862	0.6067772	0.3341759	0.0000000	0.1996585	0.5990358	0.1608930	0.5744066	0.6356532	0.6936933	0.7768808	0.5433517	0.2114317	0.1285236	0.5225548	0.1299049	0.1476321
0.1014448	0.7171143	0.0423524	0.6296467	0.0003268	0.6309538	0.4359129	0.4094009	0.0000000	0.0000000	0.0045055	0.1484767	0.4203945	0.3899172	0.3926783	0.7579015	0.5785285	0.6480052	0.1441604	0.3553134	0.0001828	0.1950593	0.5607621	0.1133620	0.0347173	0.5735950	0.3725944	0.6805765	0.3830281	0.0779698	0.0386078	0.2861120	0.1751099	0.8257491	0.6833661	0.4435446	0.4906208	0.6600089	0.4628189	0.4898110	0.0376844	0.2623549	0.0582723	0.2444011	0.3173227	0.3405767	0.3786498	0.0876826	0.0001581	0.0884661	0.5512948	0.7472811	0.5643580	0.1373419	0.6612904	0.0067030	0.0015887	0.0925903	0.4792666	0.2730757	0.3729709	0.5758289	0.4713954	0.0011212	0.6081477	0.2610383	0.6804649	0.6577674	0.0614169	0.7818019	0.5477804	0.6402677	0.1056123	0.6408869	0.7093634	0.6209953	0.2101802	0.0397557	0.2893985	0.6830413	0.3794157	0.0000000	0.5575257	0.6395945	0.2488038	0.4425015	0.1764448	0.0187368	0.0011655	0.0589101	0.1916774	0.7352804	0.2732828	0.1542863	0.5236779	0.0032725	0.4815457	0.3238635	0.0000000	0.4628940
0.0912131	0.0211063	0.6075937	0.1023666	0.3510133	0.0684400	0.1814776	0.2627732	0.6311197	0.4869380	0.3226976	0.2959605	0.6753416	0.5442993	0.2993772	0.0681655	0.6636085	0.6424860	0.1924748	0.4370517	0.0037579	0.1687020	0.0082653	0.3325172	0.4564101	0.3201662	0.0044666	0.5890993	0.3772426	0.1667019	0.1966509	0.5320635	0.6808321	0.6580284	0.1641097	0.0461126	0.6516448	0.4936368	0.2906610	0.3695053	0.6655113	0.0003048	0.0163881	0.1519466	0.2171340	0.5172338	0.2446729	0.5965685	0.5558630	0.4930651	0.6564217	0.7167470	0.6138853	0.5026323	0.4225295	0.5670931	0.0016667	0.2270075	0.0000000	0.4502327	0.0027114	0.3798128	0.8258945	0.4707821	0.4755497	0.2092682	0.0149415	0.0235947	0.1068592	0.4141086	0.3261503	0.0719941	0.5769636	0.2635013	0.0020967	0.5980128	0.5848948	0.0141020	0.6600328	0.3599968	0.0948031	0.3850706	0.0005271	0.1047592	0.3957479	0.5891043	0.2970301	0.7280170	0.2248441	0.5422768	0.6718262	0.5933217	0.5517348	0.0358428	0.0767640	0.5281768	0.5244992	0.2297236	0.7170450	0.6194094
0.0791390	0.7948056	0.1095435	0.1755372	0.0051751	0.6861691	0.5097773	0.5017236	0.0000000	0.0000000	0.5493389	0.1456871	0.7127651	0.5414840	0.6992851	0.4285316	0.6091457	0.3542150	0.6542141	0.4894714	0.0000098	0.6328183	0.3884666	0.0530962	0.0038884	0.6271813	0.0910461	0.1144467	0.3960001	0.6225219	0.1684777	0.3081447	0.4820222	0.2766530	0.6954716	0.0631307	0.3324401	0.0204068	0.1298587	0.6348873	0.0878760	0.0000000	0.0456158	0.2122818	0.1487003	0.4662040	0.4392238	0.0559173	0.4628024	0.0867124	0.4806114	0.7916738	0.0408498	0.2426080	0.0041378	0.0328701	0.3522179	0.6971624	0.6946332	0.5061510	0.6183976	0.4055903	0.7294702	0.3680989	0.6969437	0.0716029	0.6177941	0.0677587	0.0284656	0.8037915	0.4722590	0.6501492	0.6024897	0.2922591	0.6999399	0.2341328	0.0322636	0.5789302	0.3953517	0.7028373	0.4685417	0.0134636	0.3719904	0.6612963	0.5530292	0.7236304	0.2743950	0.0311693	0.2169607	0.2757343	0.2310127	0.6428740	0.3706741	0.2390032	0.7175573	0.0029320	0.1792287	0.3681921	0.3569725	0.6856576
0.0000000	0.2698816	0.2964370	0.2972681	0.5007103	0.3359126	0.1624654	0.1188396	0.7011458	0.4963439	0.0000000	0.0000143	0.8460464	0.3208410	0.3244991	0.0000000	0.6480608	0.0674800	0.5281683	0.1857566	0.2855578	0.3067659	0.0323861	0.0005502	0.1720449	0.6376834	0.0530950	0.7167459	0.4975859	0.2106402	0.4666537	0.0000000	0.4919947	0.0751805	0.6581040	0.0354001	0.7334382	0.6354774	0.7194149	0.1209826	0.4946222	0.0003314	0.0177118	0.5431971	0.1804066	0.0359831	0.7329691	0.6093279	0.0218646	0.0970278	0.0818633	0.7661069	0.3181996	0.5606534	0.5368688	0.4534252	0.2614900	0.1987741	0.7198694	0.0959418	0.0429693	0.0011677	0.7191028	0.0000000	0.4565695	0.4710664	0.5869450	0.2492040	0.0536393	0.3464898	0.6292846	0.0644329	0.5198075	0.0493909	0.1133568	0.6762635	0.2296673	0.0047827	0.7178276	0.0000000	0.5892769	0.6617221	0.7100846	0.3558394	0.1951440	0.1522308	0.8413446	0.0425059	0.0741167	0.5796478	0.2557140	0.1590113	0.7502284	0.0525352	0.1900562	0.3947078	0.6075378	0.2352738	0.5099222	0.0000000
0.0581871	0.6521265	0.0212946	0.5616246	0.0487566	0.6131819	0.4661468	0.0001106	0.6022564	0.4518206	0.4413274	0.0052380	0.3188909	0.6851160	0.5650043	0.2067619	0.0766683	0.2734676	0.4543073	0.4366981	0.0003546	0.7304027	0.3290521	0.3069449	0.0252144	0.6419641	0.5520753	0.6760498	0.6259470	0.1239363	0.1597047	0.5364489	0.1886103	0.5440114	0.3305445	0.0978711	0.0000000	0.4532780	0.1853776	0.1989400	0.5946988	0.4052274	0.0004769	0.1284303	0.0045481	0.4115152	0.2560744	0.5968851	0.7177869	0.0029656	0.5250437	0.6339769	0.5956613	0.5364404	0.0068524	0.1843891	0.0012391	0.6338761	0.6607535	0.1871706	0.6571783	0.0013628	0.5255218	0.1724852	0.4584792	0.0775403	0.5455653	0.1522337	0.0000000	0.0746199	0.1075461	0.6629084	0.3033273	0.0402234	0.0000000	0.1006629	0.6098549	0.2803299	0.0031939	0.6731376	0.4091341	0.4196398	0.0000000	0.7708688	0.3443550	0.6764886	0.4432006	0.0024773	0.0000431	0.2497513	0.5783924	0.5031207	0.0037632	0.3213618	0.5435173	0.7349139	0.5413508	0.4644643	0.2419777	0.5920171
0.0630117	0.6439653	0.1276013	0.0064409	0.6393660	0.0589363	0.5264548	0.0193190	0.0042952	0.0003668	0.0023918	0.0000000	0.0868881	0.6574759	0.4302329	0.4327077	0.5434646	0.2224748	0.0459853	0.2613067	0.1733618	0.0012883	0.0002177	0.3900012	0.1086389	0.3086225	0.1127001	0.6177583	0.3347384	0.5176584	0.0277603	0.0000000	0.6587200	0.4813503	0.8035043	0.6977964	0.0845422	0.1382139	0.2866709	0.2781990	0.0000047	0.0000669	0.0213968	0.0896932	0.0548547	0.4491060	0.6188017	0.6358027	0.3605835	0.2044691	0.4932315	0.4225585	0.6950472	0.3361123	0.3443847	0.4861878	0.3099660	0.6249240	0.8501131	0.5978003	0.0001180	0.0001897	0.6695549	0.0123549	0.6615699	0.1208135	0.1847194	0.0001983	0.1303533	0.0049674	0.0014603	0.6936104	0.2223788	0.1861621	0.0000000	0.7420747	0.0571784	0.0528125	0.7171274	0.5398966	0.3515618	0.1910818	0.6708232	0.4897686	0.3788259	0.8227870	0.3528183	0.0255828	0.3901114	0.1589323	0.5205662	0.7489271	0.5923589	0.3950319	0.5183333	0.0287615	0.4044194	0.5659529	0.2208411	0.4818837
0.0947590	0.5263895	0.0474049	0.4821314	0.0570027	0.6423934	0.0000000	0.0784239	0.3382502	0.3598685	0.0004231	0.0009394	0.6316059	0.0721189	0.0026953	0.2387206	0.6226280	0.0237032	0.5944220	0.4776465	0.1708949	0.0005118	0.1689447	0.0000000	0.6400877	0.6828862	0.4943770	0.6607463	0.6625860	0.6085219	0.0000000	0.5012193	0.0000000	0.6451380	0.7277554	0.4958700	0.3373702	0.2753652	0.7055830	0.0024435	0.4246076	0.7495508	0.6813538	0.7160227	0.7795122	0.1968875	0.4674059	0.2752927	0.0000358	0.6071522	0.0285590	0.6594993	0.6874424	0.5008016	0.3612877	0.2235018	0.0007023	0.2187385	0.4991508	0.2326991	0.4993121	0.2160518	0.3070157	0.0179502	0.7630489	0.2326895	0.2317837	0.5562775	0.4846230	0.6016707	0.0039802	0.0023564	0.0872007	0.2204052	0.0000000	0.7134714	0.0856102	0.1101044	0.7633815	0.6419697	0.6324287	0.5757322	0.0000000	0.0645454	0.5235833	0.6290119	0.3255539	0.0314253	0.0663254	0.0889991	0.0000000	0.0078147	0.3477287	0.3427843	0.0000000	0.2241759	0.7201238	0.2255310	0.0000000	0.7249032
0.0002443	0.5792141	0.2636898	0.0155292	0.3407727	0.0515537	0.6371480	0.3959120	0.1581192	0.1507953	0.5103593	0.0000135	0.5984921	0.4629731	0.6461099	0.3361071	0.4772665	0.2383634	0.2856446	0.3240077	0.1654829	0.6535900	0.4679954	0.7497083	0.1867637	0.7085671	0.4905908	0.1922925	0.6927090	0.2803398	0.5250779	0.5603567	0.5830045	0.5767634	0.6472942	0.2909475	0.1141791	0.0000192	0.2288085	0.3896725	0.7750690	0.5845802	0.0581263	0.0337485	0.0000000	0.2533091	0.3988564	0.4173171	0.7187223	0.3121638	0.0480680	0.6876091	0.4688585	0.5726766	0.0119329	0.6996153	0.1543390	0.4377509	0.6577387	0.2991564	0.4484679	0.3723830	0.7090261	0.4315566	0.6808382	0.1064423	0.4385298	0.3290722	0.0000000	0.0174966	0.7018537	0.3354256	0.5819095	0.3979016	0.1503861	0.1245686	0.1068326	0.0934780	0.5210582	0.1937858	0.5772305	0.1798842	0.4073614	0.4038327	0.5078510	0.5922859	0.6301782	0.0142971	0.5866888	0.0441446	0.4528072	0.7444244	0.6727241	0.7511410	0.6343769	0.1523844	0.2931690	0.5735814	0.1068087	0.6801042
0.0256953	0.7341974	0.7213169	0.0683684	0.7716093	0.4838673	0.1664909	0.1234157	0.3007608	0.2852960	0.0051267	0.0033116	0.0000000	0.2620599	0.3634421	0.3433359	0.4954185	0.4423733	0.0000000	0.3929818	0.0089439	0.7093768	0.1029198	0.0855764	0.1865677	0.3151773	0.0146207	0.0000000	0.3583533	0.0182938	0.0013711	0.2365445	0.7695013	0.0465269	0.4910621	0.3496219	0.6721961	0.1972948	0.0350980	0.3910558	0.7099983	0.2999748	0.0479620	0.2581010	0.0591837	0.5881005	0.3024875	0.2182736	0.4242161	0.2836066	0.1348167	0.6631632	0.6867989	0.3012399	0.1549321	0.4663695	0.5320875	0.5296560	0.0199392	0.5051663	0.8372598	0.0004314	0.6307632	0.1633178	0.3887887	0.4984338	0.2527500	0.0066754	0.0130072	0.1564261	0.6272559	0.4021720	0.5613038	0.5544816	0.5239684	0.3684177	0.5862305	0.1775785	0.6987831	0.6266827	0.0605591	0.7621825	0.6498923	0.1937230	0.1847911	0.5147940	0.6237009	0.0326275	0.6062211	0.6265826	0.0186084	0.5921966	0.0000000	0.0212984	0.1093282	0.5936582	0.1175760	0.2018790	0.6340479	0.7382227
0.1202663	0.3134176	0.0890541	0.0855172	0.0086044	0.3565893	0.4261833	0.0075760	0.3742538	0.2538913	0.1934571	0.2048601	0.0623550	0.3398679	0.5444110	0.0016602	0.4331204	0.0025991	0.5976373	0.5056682	0.6842094	0.3454154	0.0004299	0.0176535	0.0000000	0.1989153	0.4116996	0.6203779	0.6994778	0.5205698	0.5113788	0.2492501	0.6929131	0.5525474	0.5188558	0.3338825	0.3176667	0.0017242	0.3521270	0.2120142	0.6639126	0.6531083	0.0332264	0.4617988	0.0155548	0.4509073	0.4350560	0.6034205	0.0488668	0.7317740	0.5435968	0.6334617	0.7650348	0.2344663	0.0010234	0.0742516	0.0038241	0.0671829	0.6844916	0.6275810	0.2507235	0.0000081	0.6291852	0.0047703	0.6966731	0.0524384	0.5288967	0.3231903	0.2517433	0.0000000	0.6186268	0.2836772	0.1326789	0.0980185	0.6155546	0.2939452	0.0868604	0.6407954	0.4098832	0.3262379	0.6277366	0.2413992	0.2708953	0.5495011	0.6537295	0.5667016	0.4463089	0.0520437	0.5134470	0.1440446	0.1727812	0.5978827	0.2411401	0.6142570	0.5557198	0.0018287	0.4123499	0.5047161	0.4569019	0.4659681
0.0000000	0.5011241	0.0000000	0.4392956	0.4345873	0.0161746	0.6458937	0.2469312	0.7968728	0.5379218	0.1586771	0.7497120	0.7609513	0.6861884	0.6454300	0.1953305	0.4110032	0.3265337	0.0000000	0.2740819	0.1457121	0.4353375	0.0739282	0.7048115	0.0018563	0.6448729	0.7713096	0.0000000	0.7423556	0.4888745	0.3418545	0.3965228	0.0000000	0.5307500	0.8179028	0.0000000	0.0909381	0.1292932	0.2211800	0.2818358	0.6390185	0.0019196	0.0000000	0.2395104	0.1336760	0.5517791	0.3934029	0.6285192	0.0000000	0.0000000	0.0000000	0.5759550	0.6704279	0.5111308	0.6187873	0.4868108	0.5923847	0.6631909	0.6302879	0.7645766	0.0213569	0.0712275	0.0000000	0.0680840	0.7417776	0.0618673	0.6888035	0.1292469	0.2841371	0.0000000	0.4497732	0.5052878	0.6425600	0.3548235	0.0000000	0.0000000	0.0384604	0.1182907	0.7417319	0.3037944	0.8648290	0.0148556	0.4471937	0.3610286	0.4991458	0.6099906	0.8418161	0.0300758	0.0000000	0.1313124	0.4104284	0.7003561	0.7179337	0.3877861	0.5267908	0.7514688	0.2879574	0.7577263	0.3714943	0.4649820
0.0001631	0.3822209	0.0002796	0.7873509	0.3962414	0.0370915	0.7069385	0.1356673	0.6272987	0.5364034	0.5967791	0.4386029	0.0799950	0.3847833	0.0012359	0.0000000	0.6762159	0.2134653	0.2769177	0.3095156	0.1811022	0.0029826	0.3138273	0.5953756	0.0003064	0.0092218	0.3565356	0.6627189	0.4557165	0.3321900	0.1409739	0.5832662	0.0005322	0.0725011	0.4058594	0.0020519	0.0174114	0.6326978	0.1587572	0.2152019	0.6975545	0.1368865	0.0269856	0.0762006	0.0952845	0.6468345	0.5029058	0.7195003	0.0000044	0.4396702	0.0392466	0.6552044	0.7269659	0.6562652	0.7192066	0.5780902	0.2123624	0.6860135	0.5209620	0.7052308	0.6674851	0.2765474	0.1963184	0.4131122	0.4859550	0.0029973	0.5782047	0.4677578	0.4906125	0.0701535	0.6874184	0.3338291	0.0028774	0.0108771	0.0991266	0.4525596	0.0122649	0.4941480	0.7861286	0.2023144	0.3762912	0.0431453	0.3453675	0.6218519	0.4779001	0.2667461	0.6698085	0.0831542	0.0007133	0.0014794	0.5852048	0.6289562	0.6934130	0.4122740	0.5585888	0.0000028	0.1360367	0.5674408	0.3248650	0.0805248
0.0000000	0.7938872	0.1537118	0.0071948	0.5797880	0.0588772	0.6613451	0.4069706	0.4857752	0.5194874	0.0511387	0.3190600	0.6041338	0.5203910	0.6396082	0.0000000	0.5180052	0.4012355	0.2861471	0.2382200	0.5376234	0.6041347	0.4305804	0.0008484	0.0948901	0.5704213	0.0000000	0.6669791	0.3662678	0.1064396	0.0282001	0.2732653	0.6592534	0.5021762	0.6691020	0.1755369	0.0260021	0.0000000	0.0000000	0.2896183	0.5675211	0.2328655	0.0001064	0.1628233	0.2502817	0.1197414	0.4795312	0.4169034	0.6529027	0.0193278	0.1640111	0.7149220	0.7010495	0.3811765	0.0000000	0.6791190	0.3032798	0.0000000	0.4575166	0.6902513	0.3697840	0.4714207	0.5488793	0.0000000	0.5583772	0.0254916	0.6372823	0.0332431	0.2342808	0.0238348	0.7527964	0.6841386	0.3198793	0.0608595	0.0000000	0.1764168	0.5662378	0.3110602	0.6698097	0.0000000	0.4326422	0.1667243	0.5222088	0.3502935	0.4408723	0.1094561	0.4359382	0.0006908	0.2646115	0.1119241	0.4217178	0.5358567	0.4650862	0.3681775	0.4651124	0.0752733	0.0000000	0.4905986	0.2426977	0.0000000
0.0513348	0.1952620	0.0630810	0.1078341	0.7010937	0.0307751	0.4950368	0.4870148	0.2345400	0.3641827	0.6104365	0.2952061	0.5725551	0.5067603	0.5107766	0.6343079	0.4618510	0.7034698	0.2356168	0.7124260	0.2163051	0.7427505	0.1411641	0.5963778	0.0248116	0.5323767	0.0000000	0.7737722	0.3378809	0.8411852	0.5234845	0.3076931	0.2057687	0.2042365	0.1799313	0.7114400	0.2785767	0.0445926	0.2641755	0.1977532	0.4945010	0.3070934	0.0015005	0.0855550	0.2184695	0.1950944	0.4878992	0.2370694	0.0002417	0.0005939	0.6251804	0.5719850	0.5129372	0.8571457	0.7638406	0.4129447	0.0146272	0.6368154	0.6169475	0.7195077	0.4137063	0.1928220	0.5047104	0.3573211	0.6232178	0.0685003	0.4352347	0.3888080	0.2463831	0.0190814	0.6619137	0.6197625	0.0624503	0.1257431	0.0011184	0.1742344	0.7556325	0.1080190	0.5818332	0.2865858	0.2991656	0.1713492	0.5564659	0.0000000	0.6554384	0.7793328	0.0282818	0.3734182	0.6719614	0.1446813	0.2711794	0.6030861	0.3361089	0.2757624	0.8275750	0.1890156	0.1502572	0.5732249	0.3552585	0.5008614
0.0888127	0.5956236	0.0322192	0.4169884	0.5223462	0.4329488	0.2325824	0.0517213	0.6997410	0.8407736	0.0004890	0.0011782	0.5718187	0.1297820	0.7124662	0.0005241	0.6012746	0.0184307	0.0798213	0.5562586	0.4552378	0.5886978	0.0005861	0.1129739	0.0000000	0.7655930	0.7183837	0.6684692	0.6791237	0.5606091	0.0562009	0.4436279	0.5195144	0.7643251	0.5740787	0.6929115	0.5270414	0.1080131	0.0000000	0.0135354	0.6444243	0.0010767	0.0877102	0.3373608	0.0111471	0.5590338	0.1000031	0.3956034	0.1564423	0.0004175	0.4899607	0.6405494	0.6945168	0.0284909	0.6941403	0.5577418	0.1248695	0.6691110	0.4398346	0.1728109	0.6246591	0.1060958	0.5553981	0.7736267	0.6734887	0.5527975	0.6885381	0.0005615	0.3133217	0.3268642	0.0021332	0.1650894	0.5770558	0.4814399	0.2046427	0.2286355	0.0614555	0.1523021	0.8164966	0.2571955	0.5816350	0.6292204	0.5029488	0.4477830	0.2946551	0.0299017	0.4606281	0.0365413	0.0003367	0.5333547	0.0206832	0.0000000	0.6953963	0.0440687	0.0267330	0.0091981	0.6615370	0.3637775	0.0353766	0.5658062
0.1106346	0.4802722	0.0392640	0.6671344	0.0102928	0.3393805	0.4349611	0.0004026	0.6716477	0.5597413	0.2289730	0.1432077	0.3577527	0.1462415	0.4319494	0.0011842	0.4215065	0.0130688	0.5184808	0.3746236	0.3308674	0.6037132	0.1284849	0.5142513	0.0177726	0.7050205	0.0000000	0.7176127	0.6462303	0.2042162	0.7141839	0.5025026	0.6796780	0.0001748	0.4030057	0.0932627	0.3755546	0.0132144	0.0013658	0.6346035	0.6231875	0.6093515	0.0463160	0.2310792	0.0000000	0.7046805	0.2362846	0.0018683	0.0000118	0.0034154	0.0163706	0.7170615	0.6876962	0.2782131	0.0021582	0.3946646	0.3497020	0.1180790	0.4920827	0.3960922	0.5863117	0.2329888	0.5884200	0.1284058	0.5836612	0.0853187	0.5073529	0.0000419	0.3593277	0.7864586	0.0165579	0.2785757	0.0528072	0.0007239	0.6336489	0.1934529	0.3279911	0.1201955	0.6457364	0.4295257	0.4497701	0.0869013	0.6005009	0.6086652	0.4567893	0.6290459	0.3275854	0.0207195	0.1144582	0.0468140	0.3088692	0.0789400	0.6353857	0.6131668	0.3698261	0.0010616	0.3634780	0.5499125	0.3046953	0.5930564
0.1114364	0.4002400	0.0581719	0.2974019	0.4511481	0.1111342	0.5356946	0.0110740	0.3894301	0.3762026	0.0001580	0.0001017	0.6039147	0.2750640	0.6149430	0.6078694	0.0629344	0.3754624	0.0446149	0.6058502	0.4507950	0.6165006	0.2050417	0.2633632	0.0462484	0.6034337	0.4650830	0.6539683	0.7302968	0.7264273	0.7076268	0.6835849	0.3449582	0.5695061	0.5514414	0.0316444	0.0419267	0.3590261	0.1964621	0.2393427	0.7190924	0.0387607	0.0000000	0.0705946	0.0314491	0.5692245	0.3173437	0.4953774	0.0561934	0.6874801	0.0890356	0.0000000	0.7500906	0.2913140	0.6410465	0.5223968	0.5498174	0.0000000	0.7429021	0.4665830	0.0015293	0.8007141	0.6657076	0.0011436	0.5954940	0.1044241	0.5440549	0.1958794	0.5474908	0.0640552	0.1976697	0.2882267	0.4110278	0.4828785	0.3817509	0.0901639	0.3455996	0.2015447	0.6069056	0.2962659	0.7333642	0.1689875	0.6860377	0.5821918	0.3338990	0.4708222	0.1003391	0.0587135	0.8418197	0.0530053	0.3314148	0.4367400	0.6419947	0.6922837	0.6921502	0.0011886	0.0000000	0.5887108	0.3102421	0.5784753
